timestamp,price,market_cap,total_volume
2023-01-02 03:00:00,16615.969318012816,319832024054.6308,9799252684.089952
2023-01-03 03:00:00,16674.342536301097,321486454934.26776,13023861027.769472
2023-01-04 03:00:00,16677.646185850346,321080820418.184,15367167883.495031
2023-01-05 03:00:00,16855.1747387671,324397588037.39484,20836560771.723637
2023-01-06 03:00:00,16832.098988497855,324138957221.0557,14919039445.1069
2023-01-07 03:00:00,16960.23206247515,326571439011.6566,19046576249.72856
2023-01-08 03:00:00,16950.861521853905,326371741274.41095,9594456673.448977
2023-01-09 03:00:00,17074.61539572674,328470896861.37854,11841041542.993702
2023-01-10 03:00:00,17194.90932945318,331158152699.25574,25532751567.19817
2023-01-11 03:00:00,17436.90232978116,335743942932.3494,21858206845.29233
2023-01-12 03:00:00,17996.832553741606,345688973386.69006,25439279072.98185
2023-01-13 03:00:00,18866.810330617045,363381125082.7658,48025109150.17737
2023-01-14 03:00:00,19941.780543296303,382675302196.4898,39514419053.17687
2023-01-15 03:00:00,21019.20661402266,405209898132.0056,49498711311.53301
2023-01-16 03:00:00,20853.230569490253,401697403586.5178,23072133987.553684
2023-01-17 03:00:00,21175.33773662521,407760358639.0028,34809391745.54498
2023-01-18 03:00:00,21156.78393116713,407405144842.9396,33278841336.508595
2023-01-19 03:00:00,20726.844969426445,399349603616.14526,40612056908.80891
2023-01-20 03:00:00,21081.67102220433,406258441952.3726,29144534677.57505
2023-01-21 03:00:00,22705.83367889906,436724993652.4275,41321936668.62795
2023-01-22 03:00:00,22771.023287021784,438578588179.0604,44077026803.66082
2023-01-23 03:00:00,22736.66142892971,438060367560.3554,34124364415.43915
2023-01-24 03:00:00,22984.87497643721,442926343072.5924,36750647385.65293
2023-01-25 03:00:00,22610.01059827285,435679436196.35767,35621897292.95152
2023-01-26 03:00:00,23180.422697874263,446715261348.7517,42772537174.72366
2023-01-27 03:00:00,23024.74618081709,444005849172.13904,37099702812.22777
2023-01-28 03:00:00,23082.858382122955,444898315874.05536,36109035905.258965
2023-01-29 03:00:00,23022.23299135344,443702765526.11646,19567219823.87809
2023-01-30 03:00:00,23797.46089488124,458368002025.743,38438621263.58117
2023-01-31 03:00:00,22840.385858797104,439295730927.16473,38594596831.97205
2023-02-01 03:00:00,23137.323554088376,445991168199.3282,32683643418.329483
2023-02-02 03:00:00,23725.16179614224,457383099382.75,37452064508.17389
2023-02-03 03:00:00,23539.676770196525,453565018922.5452,44735297656.69828
2023-02-04 03:00:00,23451.577650774638,452312595756.25696,41267040610.76361
2023-02-05 03:00:00,23340.34958553934,450197147854.798,21063097082.257824
2023-02-06 03:00:00,22946.286578591236,442933975658.56586,26678691424.549904
2023-02-07 03:00:00,22786.483006387727,438726385719.1618,33963650031.470352
2023-02-08 03:00:00,23294.9136483527,449391195299.20337,38850594358.69947
2023-02-09 03:00:00,22947.50782856846,442518382691.6549,34247782005.793324
2023-02-10 03:00:00,21820.88650809277,420790678627.7739,51161546272.35185
2023-02-11 03:00:00,21630.132979576298,417351358181.0193,42389972640.44812
2023-02-12 03:00:00,21889.432080049624,422107650473.77954,23574706405.838543
2023-02-13 03:00:00,21779.87440384417,420218240428.1313,25877166000.55028
2023-02-14 03:00:00,21807.834274723064,420838871938.8273,36761909546.14395
2023-02-15 03:00:00,22220.070997481067,428649056117.7321,45363697019.73754
2023-02-16 03:00:00,24307.8751016316,468820317786.9533,44336284482.19016
2023-02-17 03:00:00,23756.907281577434,459293697174.9459,48144978044.45546
2023-02-18 03:00:00,24628.82455217312,475194230168.0997,54200707340.94142
2023-02-19 03:00:00,24642.79087073843,475529620771.9494,24900444765.27695
2023-02-20 03:00:00,24284.478003714703,470798520570.0436,33664683478.33256
2023-02-21 03:00:00,24786.665940845705,478236525469.6496,38997046274.497246
